bond_lot,bond_slot,bond_x_true,bond_y_true,dt_job,dt_x_true,dt_y_true,core_wafer,core_lot,core_slot,core_lot_at_dt,core_slot_at_dt,core_x_true,core_y_true
BS-2601-002,08,9,5,DT-EQP-02_20260512T0000_T13,3,7,WF.010221,CL-2601-002,21,CL-2601-002-A4,21,1,3
BS-2601-002,08,9,2,DT-EQP-02_20260512T0000_T13,3,10,WF.010510,CL-2601-005,10,CL-2601-005-A5,10,4,11
BS-2601-002,08,8,11,DT-EQP-02_20260512T0000_T13,4,1,WF.010221,CL-2601-002,21,CL-2601-002-A4,21,9,1
BS-2601-002,08,8,10,DT-EQP-02_20260512T0000_T13,4,2,WF.010221,CL-2601-002,21,CL-2601-002-A4,21,8,6
BS-2601-002,08,8,9,DT-EQP-02_20260512T0000_T13,4,3,WF.010221,CL-2601-002,21,CL-2601-002-A4,21,7,7
BS-2601-002,08,8,3,DT-EQP-02_20260512T0000_T13,4,9,WF.010221,CL-2601-002,21,CL-2601-002-A4,21,10,2
BS-2601-002,08,7,12,DT-EQP-02_20260512T0000_T13,5,0,WF.010605,CL-2601-006,05,CL-2601-006-A1-A7,05,10,5
BS-2601-002,08,7,11,DT-EQP-02_20260512T0000_T13,5,1,WF.010221,CL-2601-002,21,CL-2601-002-A4,21,5,1
BS-2601-002,08,7,9,DT-EQP-02_20260512T0000_T13,5,3,WF.010510,CL-2601-005,10,CL-2601-005-A5,10,9,6
BS-2601-002,08,7,3,DT-EQP-02_20260512T0000_T13,5,9,WF.010605,CL-2601-006,05,CL-2601-006-A1-A7,05,11,8
BS-2601-002,08,6,10,DT-EQP-02_20260512T0000_T13,6,2,WF.010605,CL-2601-006,05,CL-2601-006-A1-A7,05,4,2
BS-2601-002,08,6,7,DT-EQP-02_20260512T0000_T13,6,5,WF.010605,CL-2601-006,05,CL-2601-006-A1-A7,05,9,11
BS-2601-002,08,6,2,DT-EQP-02_20260512T0000_T13,6,10,WF.010605,CL-2601-006,05,CL-2601-006-A1-A7,05,10,8
BS-2601-002,08,5,12,DT-EQP-02_20260512T0000_T13,7,0,WF.010605,CL-2601-006,05,CL-2601-006-A1-A7,05,9,5
BS-2601-002,08,5,11,DT-EQP-02_20260512T0000_T13,7,1,WF.010510,CL-2601-005,10,CL-2601-005-A5,10,3,9
BS-2601-002,08,5,9,DT-EQP-02_20260512T0000_T13,7,3,WF.010605,CL-2601-006,05,CL-2601-006-A1-A7,05,8,3
BS-2601-002,08,5,6,DT-EQP-02_20260512T0000_T13,7,6,WF.010221,CL-2601-002,21,CL-2601-002-A4,21,2,4
BS-2601-002,08,5,0,DT-EQP-02_20260512T0000_T13,7,12,WF.010605,CL-2601-006,05,CL-2601-006-A1-A7,05,6,0
BS-2601-002,08,4,3,DT-EQP-02_20260512T0000_T13,8,9,WF.010510,CL-2601-005,10,CL-2601-005-A5,10,3,5
BS-2601-002,08,4,2,DT-EQP-02_20260512T0000_T13,8,10,WF.010510,CL-2601-005,10,CL-2601-005-A5,10,9,1
BS-2601-002,08,4,1,DT-EQP-02_20260512T0000_T13,8,11,WF.010605,CL-2601-006,05,CL-2601-006-A1-A7,05,2,6
BS-2601-002,08,3,11,DT-EQP-02_20260512T0000_T13,9,1,WF.010221,CL-2601-002,21,CL-2601-002-A4,21,6,8
BS-2601-002,08,3,10,DT-EQP-02_20260512T0000_T13,9,2,WF.010510,CL-2601-005,10,CL-2601-005-A5,10,3,11
BS-2601-002,08,3,7,DT-EQP-02_20260512T0000_T13,9,5,WF.010605,CL-2601-006,05,CL-2601-006-A1-A7,05,5,0
BS-2601-002,08,3,5,DT-EQP-02_20260512T0000_T13,9,7,WF.010510,CL-2601-005,10,CL-2601-005-A5,10,6,7
BS-2601-002,08,3,2,DT-EQP-02_20260512T0000_T13,9,10,WF.010510,CL-2601-005,10,CL-2601-005-A5,10,10,8
BS-2601-002,08,3,1,DT-EQP-02_20260512T0000_T13,9,11,WF.010510,CL-2601-005,10,CL-2601-005-A5,10,5,0
BS-2601-002,08,2,9,DT-EQP-02_20260512T0000_T13,10,3,WF.010605,CL-2601-006,05,CL-2601-006-A1-A7,05,1,3
BS-2601-002,08,2,6,DT-EQP-02_20260512T0000_T13,10,6,WF.010605,CL-2601-006,05,CL-2601-006-A1-A7,05,5,10
BS-2601-002,08,2,4,DT-EQP-02_20260512T0000_T13,10,8,WF.010221,CL-2601-002,21,CL-2601-002-A4,21,5,6
BS-2601-002,08,1,9,DT-EQP-02_20260512T0000_T13,11,3,WF.010510,CL-2601-005,10,CL-2601-005-A5,10,9,5
BS-2601-002,08,1,7,DT-EQP-02_20260512T0000_T13,11,5,WF.010510,CL-2601-005,10,CL-2601-005-A5,10,7,12
BS-2601-002,08,1,5,DT-EQP-02_20260512T0000_T13,11,7,WF.010605,CL-2601-006,05,CL-2601-006-A1-A7,05,3,1
BS-2601-002,08,1,4,DT-EQP-02_20260512T0000_T13,11,8,WF.010605,CL-2601-006,05,CL-2601-006-A1-A7,05,10,6
BS-2601-002,08,0,7,DT-EQP-02_20260512T0000_T13,12,5,WF.010605,CL-2601-006,05,CL-2601-006-A1-A7,05,1,5
BS-2601-002,09,12,6,DT-EQP-02_20260512T0000_T14,0,6,WF.010410,CL-2601-004,10,CL-2601-004,10,11,9
BS-2601-002,09,11,9,DT-EQP-02_20260512T0000_T14,1,3,WF.010410,CL-2601-004,10,CL-2601-004,10,10,2
BS-2601-002,09,11,5,DT-EQP-02_20260512T0000_T14,1,7,WF.010410,CL-2601-004,10,CL-2601-004,10,11,3
BS-2601-002,09,11,3,DT-EQP-02_20260512T0000_T14,1,9,WF.010410,CL-2601-004,10,CL-2601-004,10,6,6
BS-2601-002,09,10,4,DT-EQP-02_20260512T0000_T14,2,8,WF.010410,CL-2601-004,10,CL-2601-004,10,8,3
BS-2601-002,09,10,2,DT-EQP-02_20260512T0000_T14,2,10,WF.010410,CL-2601-004,10,CL-2601-004,10,6,8
BS-2601-002,09,9,11,DT-EQP-02_20260512T0000_T14,3,1,WF.010410,CL-2601-004,10,CL-2601-004,10,9,2
BS-2601-002,09,9,10,DT-EQP-02_20260512T0000_T14,3,2,WF.010410,CL-2601-004,10,CL-2601-004,10,8,11
BS-2601-002,09,9,7,DT-EQP-02_20260512T0000_T14,3,5,WF.010410,CL-2601-004,10,CL-2601-004,10,7,7
BS-2601-002,09,9,5,DT-EQP-02_20260512T0000_T14,3,7,WF.010410,CL-2601-004,10,CL-2601-004,10,4,4
BS-2601-002,09,9,2,DT-EQP-02_20260512T0000_T14,3,10,WF.010410,CL-2601-004,10,CL-2601-004,10,8,10
BS-2601-002,09,9,1,DT-EQP-02_20260512T0000_T14,3,11,WF.010310,CL-2601-003,10,CL-2601-003,10,6,10
BS-2601-002,09,8,8,DT-EQP-02_20260512T0000_T14,4,4,WF.010410,CL-2601-004,10,CL-2601-004,10,3,4
BS-2601-002,09,8,7,DT-EQP-02_20260512T0000_T14,4,5,WF.010310,CL-2601-003,10,CL-2601-003,10,4,11
BS-2601-002,09,8,4,DT-EQP-02_20260512T0000_T14,4,8,WF.010410,CL-2601-004,10,CL-2601-004,10,11,7
BS-2601-002,09,8,2,DT-EQP-02_20260512T0000_T14,4,10,WF.010310,CL-2601-003,10,CL-2601-003,10,2,3
BS-2601-002,09,7,11,DT-EQP-02_20260512T0000_T14,5,1,WF.010410,CL-2601-004,10,CL-2601-004,10,6,1
BS-2601-002,09,7,9,DT-EQP-02_20260512T0000_T14,5,3,WF.010410,CL-2601-004,10,CL-2601-004,10,5,8
BS-2601-002,09,7,8,DT-EQP-02_20260512T0000_T14,5,4,WF.010410,CL-2601-004,10,CL-2601-004,10,5,9
BS-2601-002,09,7,7,DT-EQP-02_20260512T0000_T14,5,5,WF.010410,CL-2601-004,10,CL-2601-004,10,5,1
BS-2601-002,09,7,4,DT-EQP-02_20260512T0000_T14,5,8,WF.010410,CL-2601-004,10,CL-2601-004,10,3,1
BS-2601-002,09,7,3,DT-EQP-02_20260512T0000_T14,5,9,WF.010410,CL-2601-004,10,CL-2601-004,10,10,10
BS-2601-002,09,6,12,DT-EQP-02_20260512T0000_T14,6,0,WF.010410,CL-2601-004,10,CL-2601-004,10,3,7
BS-2601-002,09,6,10,DT-EQP-02_20260512T0000_T14,6,2,WF.010410,CL-2601-004,10,CL-2601-004,10,8,5
BS-2601-002,09,6,9,DT-EQP-02_20260512T0000_T14,6,3,WF.010310,CL-2601-003,10,CL-2601-003,10,11,6
BS-2601-002,09,6,4,DT-EQP-02_20260512T0000_T14,6,8,WF.010410,CL-2601-004,10,CL-2601-004,10,7,12
BS-2601-002,09,6,2,DT-EQP-02_20260512T0000_T14,6,10,WF.010310,CL-2601-003,10,CL-2601-003,10,7,11
BS-2601-002,09,6,0,DT-EQP-02_20260512T0000_T14,6,12,WF.010410,CL-2601-004,10,CL-2601-004,10,9,7
BS-2601-002,09,5,11,DT-EQP-02_20260512T0000_T14,7,1,WF.010310,CL-2601-003,10,CL-2601-003,10,1,8
BS-2601-002,09,5,9,DT-EQP-02_20260512T0000_T14,7,3,WF.010410,CL-2601-004,10,CL-2601-004,10,5,4
BS-2601-002,09,5,8,DT-EQP-02_20260512T0000_T14,7,4,WF.010310,CL-2601-003,10,CL-2601-003,10,1,3
BS-2601-002,09,5,7,DT-EQP-02_20260512T0000_T14,7,5,WF.010410,CL-2601-004,10,CL-2601-004,10,8,9
BS-2601-002,09,5,5,DT-EQP-02_20260512T0000_T14,7,7,WF.010410,CL-2601-004,10,CL-2601-004,10,4,10
BS-2601-002,09,5,4,DT-EQP-02_20260512T0000_T14,7,8,WF.010410,CL-2601-004,10,CL-2601-004,10,3,3
BS-2601-002,09,5,3,DT-EQP-02_20260512T0000_T14,7,9,WF.010410,CL-2601-004,10,CL-2601-004,10,3,9
BS-2601-002,09,5,1,DT-EQP-02_20260512T0000_T14,7,11,WF.010410,CL-2601-004,10,CL-2601-004,10,7,2
BS-2601-002,09,4,10,DT-EQP-02_20260512T0000_T14,8,2,WF.010410,CL-2601-004,10,CL-2601-004,10,5,0
BS-2601-002,09,4,7,DT-EQP-02_20260512T0000_T14,8,5,WF.010310,CL-2601-003,10,CL-2601-003,10,1,5
BS-2601-002,09,4,6,DT-EQP-02_20260512T0000_T14,8,6,WF.010410,CL-2601-004,10,CL-2601-004,10,4,3
BS-2601-002,09,4,5,DT-EQP-02_20260512T0000_T14,8,7,WF.010410,CL-2601-004,10,CL-2601-004,10,2,3
BS-2601-002,09,4,4,DT-EQP-02_20260512T0000_T14,8,8,WF.010310,CL-2601-003,10,CL-2601-003,10,1,4
BS-2601-002,09,4,2,DT-EQP-02_20260512T0000_T14,8,10,WF.010410,CL-2601-004,10,CL-2601-004,10,4,6
BS-2601-002,09,3,2,DT-EQP-02_20260512T0000_T14,9,10,WF.010410,CL-2601-004,10,CL-2601-004,10,9,4
BS-2601-002,09,3,1,DT-EQP-02_20260512T0000_T14,9,11,WF.010410,CL-2601-004,10,CL-2601-004,10,10,7
BS-2601-002,09,2,10,DT-EQP-02_20260512T0000_T14,10,2,WF.010410,CL-2601-004,10,CL-2601-004,10,9,1
BS-2601-002,09,2,8,DT-EQP-02_20260512T0000_T14,10,4,WF.010310,CL-2601-003,10,CL-2601-003,10,6,7
BS-2601-002,09,2,6,DT-EQP-02_20260512T0000_T14,10,6,WF.010310,CL-2601-003,10,CL-2601-003,10,5,5
BS-2601-002,09,2,4,DT-EQP-02_20260512T0000_T14,10,8,WF.010410,CL-2601-004,10,CL-2601-004,10,1,4
BS-2601-002,09,2,3,DT-EQP-02_20260512T0000_T14,10,9,WF.010410,CL-2601-004,10,CL-2601-004,10,4,2
BS-2601-002,09,2,2,DT-EQP-02_20260512T0000_T14,10,10,WF.010310,CL-2601-003,10,CL-2601-003,10,6,2
BS-2601-002,09,1,7,DT-EQP-02_20260512T0000_T14,11,5,WF.010410,CL-2601-004,10,CL-2601-004,10,10,6
BS-2601-002,09,1,5,DT-EQP-02_20260512T0000_T14,11,7,WF.010410,CL-2601-004,10,CL-2601-004,10,1,8
BS-2601-002,09,0,6,DT-EQP-02_20260512T0000_T14,12,6,WF.010410,CL-2601-004,10,CL-2601-004,10,6,9
BS-2601-002,10,11,9,DT-EQP-02_20260512T0000_T15,1,3,WF.010423,CL-2601-004,23,CL-2601-004,23,4,6
BS-2601-002,10,11,8,DT-EQP-02_20260512T0000_T15,1,4,WF.010123,CL-2601-001,23,CL-2601-001,23,4,4
BS-2601-002,10,11,7,DT-EQP-02_20260512T0000_T15,1,5,WF.010423,CL-2601-004,23,CL-2601-004,23,7,12
BS-2601-002,10,11,4,DT-EQP-02_20260512T0000_T15,1,8,WF.010423,CL-2601-004,23,CL-2601-004,23,11,7
BS-2601-002,10,10,10,DT-EQP-02_20260512T0000_T15,2,2,WF.010123,CL-2601-001,23,CL-2601-001,23,6,12
BS-2601-002,10,10,8,DT-EQP-02_20260512T0000_T15,2,4,WF.010123,CL-2601-001,23,CL-2601-001,23,8,2
BS-2601-002,10,10,7,DT-EQP-02_20260512T0000_T15,2,5,WF.010123,CL-2601-001,23,CL-2601-001,23,7,4
BS-2601-002,10,10,5,DT-EQP-02_20260512T0000_T15,2,7,WF.010123,CL-2601-001,23,CL-2601-001,23,12,7
BS-2601-002,10,10,4,DT-EQP-02_20260512T0000_T15,2,8,WF.010123,CL-2601-001,23,CL-2601-001,23,11,8
BS-2601-002,10,10,3,DT-EQP-02_20260512T0000_T15,2,9,WF.010423,CL-2601-004,23,CL-2601-004,23,7,3
BS-2601-002,10,9,8,DT-EQP-02_20260512T0000_T15,3,4,WF.010123,CL-2601-001,23,CL-2601-001,23,2,5
BS-2601-002,10,9,6,DT-EQP-02_20260512T0000_T15,3,6,WF.010123,CL-2601-001,23,CL-2601-001,23,4,10
BS-2601-002,10,9,3,DT-EQP-02_20260512T0000_T15,3,9,WF.010123,CL-2601-001,23,CL-2601-001,23,4,7
BS-2601-002,10,9,1,DT-EQP-02_20260512T0000_T15,3,11,WF.010423,CL-2601-004,23,CL-2601-004,23,9,9
BS-2601-002,10,8,4,DT-EQP-02_20260512T0000_T15,4,8,WF.010123,CL-2601-001,23,CL-2601-001,23,8,6
BS-2601-002,10,8,3,DT-EQP-02_20260512T0000_T15,4,9,WF.010123,CL-2601-001,23,CL-2601-001,23,7,6
BS-2601-002,10,8,2,DT-EQP-02_20260512T0000_T15,4,10,WF.010123,CL-2601-001,23,CL-2601-001,23,9,9
BS-2601-002,10,8,1,DT-EQP-02_20260512T0000_T15,4,11,WF.010423,CL-2601-004,23,CL-2601-004,23,6,9
BS-2601-002,10,7,5,DT-EQP-02_20260512T0000_T15,5,7,WF.010423,CL-2601-004,23,CL-2601-004,23,5,7
BS-2601-002,10,7,0,DT-EQP-02_20260512T0000_T15,5,12,WF.010423,CL-2601-004,23,CL-2601-004,23,9,2
BS-2601-002,10,6,11,DT-EQP-02_20260512T0000_T15,6,1,WF.010423,CL-2601-004,23,CL-2601-004,23,10,4
BS-2601-002,10,6,7,DT-EQP-02_20260512T0000_T15,6,5,WF.010123,CL-2601-001,23,CL-2601-001,23,5,7
BS-2601-002,10,6,1,DT-EQP-02_20260512T0000_T15,6,11,WF.010123,CL-2601-001,23,CL-2601-001,23,6,8
BS-2601-002,10,6,0,DT-EQP-02_20260512T0000_T15,6,12,WF.010123,CL-2601-001,23,CL-2601-001,23,5,6
BS-2601-002,10,5,7,DT-EQP-02_20260512T0000_T15,7,5,WF.010423,CL-2601-004,23,CL-2601-004,23,11,9
BS-2601-002,10,5,5,DT-EQP-02_20260512T0000_T15,7,7,WF.010423,CL-2601-004,23,CL-2601-004,23,10,3
BS-2601-002,10,5,3,DT-EQP-02_20260512T0000_T15,7,9,WF.010123,CL-2601-001,23,CL-2601-001,23,6,1
BS-2601-002,10,5,1,DT-EQP-02_20260512T0000_T15,7,11,WF.010123,CL-2601-001,23,CL-2601-001,23,5,5
BS-2601-002,10,5,0,DT-EQP-02_20260512T0000_T15,7,12,WF.010123,CL-2601-001,23,CL-2601-001,23,8,11
BS-2601-002,10,4,11,DT-EQP-02_20260512T0000_T15,8,1,WF.010123,CL-2601-001,23,CL-2601-001,23,7,2
BS-2601-002,10,4,10,DT-EQP-02_20260512T0000_T15,8,2,WF.010423,CL-2601-004,23,CL-2601-004,23,1,4
BS-2601-002,10,4,7,DT-EQP-02_20260512T0000_T15,8,5,WF.010423,CL-2601-004,23,CL-2601-004,23,3,5
BS-2601-002,10,4,6,DT-EQP-02_20260512T0000_T15,8,6,WF.010423,CL-2601-004,23,CL-2601-004,23,7,1
BS-2601-002,10,4,2,DT-EQP-02_20260512T0000_T15,8,10,WF.010423,CL-2601-004,23,CL-2601-004,23,5,6
BS-2601-002,10,3,6,DT-EQP-02_20260512T0000_T15,9,6,WF.010423,CL-2601-004,23,CL-2601-004,23,8,3
BS-2601-002,10,3,4,DT-EQP-02_20260512T0000_T15,9,8,WF.010123,CL-2601-001,23,CL-2601-001,23,11,7
BS-2601-002,10,2,6,DT-EQP-02_20260512T0000_T15,10,6,WF.010123,CL-2601-001,23,CL-2601-001,23,1,7
BS-2601-002,10,1,9,DT-EQP-02_20260512T0000_T15,11,3,WF.010423,CL-2601-004,23,CL-2601-004,23,10,2
BS-2601-002,10,1,6,DT-EQP-02_20260512T0000_T15,11,6,WF.010123,CL-2601-001,23,CL-2601-001,23,9,1
BS-2601-002,10,1,4,DT-EQP-02_20260512T0000_T15,11,8,WF.010123,CL-2601-001,23,CL-2601-001,23,2,6
BS-2601-002,10,0,5,DT-EQP-02_20260512T0000_T15,12,7,WF.010123,CL-2601-001,23,CL-2601-001,23,9,10
BS-2601-002,11,12,6,DT-EQP-02_20260512T0000_T16,0,6,WF.010211,CL-2601-002,11,CL-2601-002-A4,11,6,7
BS-2601-002,11,11,9,DT-EQP-02_20260512T0000_T16,1,3,WF.010306,CL-2601-003,06,CL-2601-003,06,3,11
BS-2601-002,11,11,7,DT-EQP-02_20260512T0000_T16,1,5,WF.010812,CL-2601-008,12,CL-2601-008,12,5,8
BS-2601-002,11,11,6,DT-EQP-02_20260512T0000_T16,1,6,WF.010812,CL-2601-008,12,CL-2601-008,12,9,8
BS-2601-002,11,11,3,DT-EQP-02_20260512T0000_T16,1,9,WF.010211,CL-2601-002,11,CL-2601-002-A4,11,4,8
BS-2601-002,11,10,10,DT-EQP-02_20260512T0000_T16,2,2,WF.010812,CL-2601-008,12,CL-2601-008,12,5,3
BS-2601-002,11,10,9,DT-EQP-02_20260512T0000_T16,2,3,WF.010306,CL-2601-003,06,CL-2601-003,06,11,9
BS-2601-002,11,10,8,DT-EQP-02_20260512T0000_T16,2,4,WF.010812,CL-2601-008,12,CL-2601-008,12,1,4
BS-2601-002,11,10,7,DT-EQP-02_20260512T0000_T16,2,5,WF.010812,CL-2601-008,12,CL-2601-008,12,7,12
BS-2601-002,11,10,6,DT-EQP-02_20260512T0000_T16,2,6,WF.010211,CL-2601-002,11,CL-2601-002-A4,11,5,3
BS-2601-002,11,10,5,DT-EQP-02_20260512T0000_T16,2,7,WF.010211,CL-2601-002,11,CL-2601-002-A4,11,4,6
BS-2601-002,11,10,3,DT-EQP-02_20260512T0000_T16,2,9,WF.010211,CL-2601-002,11,CL-2601-002-A4,11,4,2
BS-2601-002,11,10,2,DT-EQP-02_20260512T0000_T16,2,10,WF.010211,CL-2601-002,11,CL-2601-002-A4,11,7,2
BS-2601-002,11,9,9,DT-EQP-02_20260512T0000_T16,3,3,WF.010211,CL-2601-002,11,CL-2601-002-A4,11,8,5
BS-2601-002,11,9,4,DT-EQP-02_20260512T0000_T16,3,8,WF.010812,CL-2601-008,12,CL-2601-008,12,10,10
BS-2601-002,11,9,3,DT-EQP-02_20260512T0000_T16,3,9,WF.010211,CL-2601-002,11,CL-2601-002-A4,11,11,8
BS-2601-002,11,8,11,DT-EQP-02_20260512T0000_T16,4,1,WF.010812,CL-2601-008,12,CL-2601-008,12,1,8
BS-2601-002,11,8,6,DT-EQP-02_20260512T0000_T16,4,6,WF.010812,CL-2601-008,12,CL-2601-008,12,10,4
BS-2601-002,11,8,5,DT-EQP-02_20260512T0000_T16,4,7,WF.010812,CL-2601-008,12,CL-2601-008,12,5,1
BS-2601-002,11,7,12,DT-EQP-02_20260512T0000_T16,5,0,WF.010812,CL-2601-008,12,CL-2601-008,12,2,3
BS-2601-002,11,7,10,DT-EQP-02_20260512T0000_T16,5,2,WF.010211,CL-2601-002,11,CL-2601-002-A4,11,9,11
BS-2601-002,11,7,9,DT-EQP-02_20260512T0000_T16,5,3,WF.010306,CL-2601-003,06,CL-2601-003,06,7,4
BS-2601-002,11,7,8,DT-EQP-02_20260512T0000_T16,5,4,WF.010812,CL-2601-008,12,CL-2601-008,12,3,9
BS-2601-002,11,7,7,DT-EQP-02_20260512T0000_T16,5,5,WF.010211,CL-2601-002,11,CL-2601-002-A4,11,10,6
BS-2601-002,11,7,3,DT-EQP-02_20260512T0000_T16,5,9,WF.010211,CL-2601-002,11,CL-2601-002-A4,11,0,7
BS-2601-002,11,7,0,DT-EQP-02_20260512T0000_T16,5,12,WF.010306,CL-2601-003,06,CL-2601-003,06,3,6
BS-2601-002,11,6,9,DT-EQP-02_20260512T0000_T16,6,3,WF.010812,CL-2601-008,12,CL-2601-008,12,7,2
BS-2601-002,11,6,8,DT-EQP-02_20260512T0000_T16,6,4,WF.010211,CL-2601-002,11,CL-2601-002-A4,11,5,0
BS-2601-002,11,6,7,DT-EQP-02_20260512T0000_T16,6,5,WF.010812,CL-2601-008,12,CL-2601-008,12,3,4
BS-2601-002,11,6,6,DT-EQP-02_20260512T0000_T16,6,6,WF.010812,CL-2601-008,12,CL-2601-008,12,8,10
BS-2601-002,11,6,3,DT-EQP-02_20260512T0000_T16,6,9,WF.010211,CL-2601-002,11,CL-2601-002-A4,11,7,7
BS-2601-002,11,6,2,DT-EQP-02_20260512T0000_T16,6,10,WF.010306,CL-2601-003,06,CL-2601-003,06,11,3
BS-2601-002,11,6,1,DT-EQP-02_20260512T0000_T16,6,11,WF.010306,CL-2601-003,06,CL-2601-003,06,8,5
BS-2601-002,11,6,0,DT-EQP-02_20260512T0000_T16,6,12,WF.010211,CL-2601-002,11,CL-2601-002-A4,11,6,3
BS-2601-002,11,5,10,DT-EQP-02_20260512T0000_T16,7,2,WF.010306,CL-2601-003,06,CL-2601-003,06,8,9
BS-2601-002,11,5,9,DT-EQP-02_20260512T0000_T16,7,3,WF.010306,CL-2601-003,06,CL-2601-003,06,1,3
BS-2601-002,11,5,8,DT-EQP-02_20260512T0000_T16,7,4,WF.010211,CL-2601-002,11,CL-2601-002-A4,11,10,2
BS-2601-002,11,5,7,DT-EQP-02_20260512T0000_T16,7,5,WF.010306,CL-2601-003,06,CL-2601-003,06,7,12
BS-2601-002,11,5,0,DT-EQP-02_20260512T0000_T16,7,12,WF.010306,CL-2601-003,06,CL-2601-003,06,8,4
BS-2601-002,11,4,7,DT-EQP-02_20260512T0000_T16,8,5,WF.010211,CL-2601-002,11,CL-2601-002-A4,11,6,11
BS-2601-002,11,4,3,DT-EQP-02_20260512T0000_T16,8,9,WF.010812,CL-2601-008,12,CL-2601-008,12,6,7
BS-2601-002,11,3,10,DT-EQP-02_20260512T0000_T16,9,2,WF.010812,CL-2601-008,12,CL-2601-008,12,4,11
BS-2601-002,11,3,9,DT-EQP-02_20260512T0000_T16,9,3,WF.010812,CL-2601-008,12,CL-2601-008,12,9,9
BS-2601-002,11,3,6,DT-EQP-02_20260512T0000_T16,9,6,WF.010812,CL-2601-008,12,CL-2601-008,12,7,8
BS-2601-002,11,2,8,DT-EQP-02_20260512T0000_T16,10,4,WF.010306,CL-2601-003,06,CL-2601-003,06,5,2
BS-2601-002,11,2,5,DT-EQP-02_20260512T0000_T16,10,7,WF.010306,CL-2601-003,06,CL-2601-003,06,6,10
BS-2601-002,11,2,4,DT-EQP-02_20260512T0000_T16,10,8,WF.010211,CL-2601-002,11,CL-2601-002-A4,11,9,10
BS-2601-002,11,1,9,DT-EQP-02_20260512T0000_T16,11,3,WF.010211,CL-2601-002,11,CL-2601-002-A4,11,9,6
BS-2601-002,11,1,3,DT-EQP-02_20260512T0000_T16,11,9,WF.010211,CL-2601-002,11,CL-2601-002-A4,11,11,4
BS-2601-002,11,0,5,DT-EQP-02_20260512T0000_T16,12,7,WF.010211,CL-2601-002,11,CL-2601-002-A4,11,3,3
BS-2601-002,12,11,9,DT-EQP-02_20260512T0000_T17,1,3,WF.010721,CL-2601-007,21,CL-2601-007-A2,21,4,11
BS-2601-002,12,11,7,DT-EQP-02_20260512T0000_T17,1,5,WF.010421,CL-2601-004,21,CL-2601-004,21,7,0
BS-2601-002,12,11,5,DT-EQP-02_20260512T0000_T17,1,7,WF.010416,CL-2601-004,16,CL-2601-004,16,1,5
BS-2601-002,12,11,3,DT-EQP-02_20260512T0000_T17,1,9,WF.010416,CL-2601-004,16,CL-2601-004,16,7,8
BS-2601-002,12,10,6,DT-EQP-02_20260512T0000_T17,2,6,WF.010421,CL-2601-004,21,CL-2601-004,21,1,8
BS-2601-002,12,10,4,DT-EQP-02_20260512T0000_T17,2,8,WF.010421,CL-2601-004,21,CL-2601-004,21,5,11
BS-2601-002,12,9,11,DT-EQP-02_20260512T0000_T17,3,1,WF.010416,CL-2601-004,16,CL-2601-004,16,7,2
BS-2601-002,12,9,7,DT-EQP-02_20260512T0000_T17,3,5,WF.010416,CL-2601-004,16,CL-2601-004,16,3,2
BS-2601-002,12,9,4,DT-EQP-02_20260512T0000_T17,3,8,WF.010416,CL-2601-004,16,CL-2601-004,16,2,8
BS-2601-002,12,8,6,DT-EQP-02_20260512T0000_T17,4,6,WF.010416,CL-2601-004,16,CL-2601-004,16,11,7
BS-2601-002,12,8,2,DT-EQP-02_20260512T0000_T17,4,10,WF.010421,CL-2601-004,21,CL-2601-004,21,11,4
BS-2601-002,12,7,12,DT-EQP-02_20260512T0000_T17,5,0,WF.010721,CL-2601-007,21,CL-2601-007-A2,21,12,6
BS-2601-002,12,7,4,DT-EQP-02_20260512T0000_T17,5,8,WF.010421,CL-2601-004,21,CL-2601-004,21,1,7
BS-2601-002,12,7,3,DT-EQP-02_20260512T0000_T17,5,9,WF.010416,CL-2601-004,16,CL-2601-004,16,1,4
BS-2601-002,12,7,2,DT-EQP-02_20260512T0000_T17,5,10,WF.010416,CL-2601-004,16,CL-2601-004,16,6,8
BS-2601-002,12,7,1,DT-EQP-02_20260512T0000_T17,5,11,WF.010721,CL-2601-007,21,CL-2601-007-A2,21,8,2
BS-2601-002,12,7,0,DT-EQP-02_20260512T0000_T17,5,12,WF.010721,CL-2601-007,21,CL-2601-007-A2,21,10,5
BS-2601-002,12,6,12,DT-EQP-02_20260512T0000_T17,6,0,WF.010721,CL-2601-007,21,CL-2601-007-A2,21,4,1
BS-2601-002,12,6,10,DT-EQP-02_20260512T0000_T17,6,2,WF.010421,CL-2601-004,21,CL-2601-004,21,8,1
BS-2601-002,12,6,8,DT-EQP-02_20260512T0000_T17,6,4,WF.010421,CL-2601-004,21,CL-2601-004,21,11,8
BS-2601-002,12,6,3,DT-EQP-02_20260512T0000_T17,6,9,WF.010421,CL-2601-004,21,CL-2601-004,21,7,8
BS-2601-002,12,6,2,DT-EQP-02_20260512T0000_T17,6,10,WF.010421,CL-2601-004,21,CL-2601-004,21,6,0
BS-2601-002,12,6,1,DT-EQP-02_20260512T0000_T17,6,11,WF.010416,CL-2601-004,16,CL-2601-004,16,3,6
BS-2601-002,12,6,0,DT-EQP-02_20260512T0000_T17,6,12,WF.010416,CL-2601-004,16,CL-2601-004,16,3,8
BS-2601-002,12,5,10,DT-EQP-02_20260512T0000_T17,7,2,WF.010416,CL-2601-004,16,CL-2601-004,16,11,5
