wafer_id,event_time,lot,slot
TP.010607,2026-05-21 15:59:00,DT-2601-004-B1-B3,02
TP.010609,2026-05-21 15:59:00,DT-2601-004-B1-B3,03
TP.010616,2026-05-21 15:59:00,DT-2601-004-B1-B3,04
TP.010402,2026-05-21 18:16:00,DT-2601-002,02
TP.010406,2026-05-21 18:16:00,DT-2601-002,05
TP.010407,2026-05-21 18:16:00,DT-2601-002,14
TP.010408,2026-05-21 18:16:00,DT-2601-002,20
TP.010413,2026-05-21 18:16:00,DT-2601-002,22
TP.010414,2026-05-21 20:33:00,DT-2601-003,03
TP.010416,2026-05-21 20:33:00,DT-2601-003,09
TP.010417,2026-05-21 20:33:00,DT-2601-003,17
TP.010419,2026-05-21 20:33:00,DT-2601-003,23
TP.010420,2026-05-21 20:33:00,DT-2601-003,24
